temperature,prochlorococcus,synechococcus,picoeukaryotes,shark_density,shark_density_scaled
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,2154.0,375.0,0.0001455104065826,145.5104065826
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,27892.0,4643.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,3.00792962661944e-05,30.079296266194397
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,1225.0,5336.0,0.0001455104065826,145.5104065826
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,72114.0,6595.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,27892.0,4643.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,1225.0,5336.0,0.0001455104065826,145.5104065826
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,72114.0,6595.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,27892.0,4643.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,30187.0,7500.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,1225.0,5336.0,0.0001455104065826,145.5104065826
271.3501,0.0,2154.0,375.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,62394.0,7464.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,27892.0,4643.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,30187.0,7500.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,8233.0,3901.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,13742.0,2570.0,6.04397064307705e-05,60.4397064307705
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,-2147483648.0,13742.0,2570.0,3.20150938932784e-05,32.0150938932784
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,0.0002440395765006,244.03957650060002
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,2.60768083535368e-05,26.076808353536798
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,0.0,14502.0,0.0001455104065826,145.5104065826
271.3501,0.0,1225.0,5336.0,0.0001455104065826,145.5104065826
271.3501,0.0,1225.0,5336.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,17676.0,1496.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,18345.0,2974.0,4.68626712972764e-05,46.8626712972764
271.3501,0.0,34607.0,2044.0,4.68626712972764e-05,46.8626712972764
271.3501,-2147483648.0,61996.0,2459.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,68967.0,2776.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,44559.0,7902.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,27887.0,6954.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,62394.0,7464.0,2.26913980441168e-05,22.6913980441168
271.3501,-2147483648.0,37726.0,5296.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,27892.0,4643.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,30187.0,7500.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,8233.0,3901.0,2.23001679842127e-05,22.300167984212703
271.3501,-2147483648.0,9366.0,2011.0,2.18481363845058e-05,21.8481363845058
